experimento,parametro,valor,semilla,ganador,turnos,insolvencias,provincias_ganador,tropas_ganador
sensibilidad_fiscal,etaTheta,0.06,1068,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1069,grecia,21,6,12,0
sensibilidad_fiscal,etaTheta,0.06,1070,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1071,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1072,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1073,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1074,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1075,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1076,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1077,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1078,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1079,galia,200,358,9,0
sensibilidad_fiscal,etaTheta,0.06,1080,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1081,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1082,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1083,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1084,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1085,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1086,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1087,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1088,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1089,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1090,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1091,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1092,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1093,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1094,grecia,22,6,12,0
sensibilidad_fiscal,etaTheta,0.06,1095,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1096,grecia,21,8,11,0
sensibilidad_fiscal,etaTheta,0.06,1097,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1098,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1099,grecia,22,6,12,0
sensibilidad_fiscal,etaTheta,0.1,1000,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1001,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1002,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1003,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1004,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1005,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1006,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1007,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1008,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1009,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1010,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1011,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1012,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1013,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1014,galia,200,379,8,0
sensibilidad_fiscal,etaTheta,0.1,1015,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1016,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1017,grecia,200,381,7,0
sensibilidad_fiscal,etaTheta,0.1,1018,grecia,200,381,7,0
