experimento,parametro,valor,semilla,ganador,turnos,insolvencias,provincias_ganador,tropas_ganador
crecimiento,gL,0.05,1079,grecia,22,9,12,0
crecimiento,gL,0.05,1080,grecia,22,8,12,1715
crecimiento,gL,0.05,1081,grecia,22,11,12,0
crecimiento,gL,0.05,1082,grecia,23,9,12,0
crecimiento,gL,0.05,1083,grecia,200,362,9,0
crecimiento,gL,0.05,1084,grecia,19,3,11,1707
crecimiento,gL,0.05,1085,grecia,19,3,11,1795
crecimiento,gL,0.05,1086,grecia,23,9,12,0
crecimiento,gL,0.05,1087,grecia,21,9,11,1670
crecimiento,gL,0.05,1088,grecia,22,9,12,0
crecimiento,gL,0.05,1089,galia,200,356,9,0
crecimiento,gL,0.05,1090,grecia,22,8,12,1705
crecimiento,gL,0.05,1091,grecia,19,3,11,1715
crecimiento,gL,0.05,1092,grecia,22,9,12,0
crecimiento,gL,0.05,1093,grecia,22,8,12,1721
crecimiento,gL,0.05,1094,galia,200,362,9,0
