experimento,parametro,valor,semilla,ganador,turnos,revueltas,provincias_ganador,tropas_ganador
revueltas,revoltRiskK,2.0E-4,1055,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1056,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1057,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1058,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1059,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1060,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1061,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1062,galia,38,1,18,25252
revueltas,revoltRiskK,2.0E-4,1063,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1064,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1065,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1066,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1067,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1068,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1069,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1070,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1071,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1072,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1073,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1074,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1075,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1076,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1077,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1078,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1079,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1080,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1081,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1082,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1083,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1084,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1085,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1086,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1087,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1088,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1089,galia,41,1,18,28956
revueltas,revoltRiskK,2.0E-4,1090,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1091,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1092,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1093,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1094,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1095,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1096,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1097,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1098,galia,42,0,18,28927
revueltas,revoltRiskK,2.0E-4,1099,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1000,galia,38,1,18,25216
revueltas,revoltRiskK,4.0E-4,1001,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1002,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1003,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1004,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1005,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1006,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1007,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1008,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1009,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1010,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1011,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1012,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1013,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1014,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1015,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1016,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1017,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1018,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1019,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1020,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1021,galia,38,1,18,25252
revueltas,revoltRiskK,4.0E-4,1022,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1023,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1024,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1025,galia,42,1,18,14649
revueltas,revoltRiskK,4.0E-4,1026,galia,42,1,17,28926
revueltas,revoltRiskK,4.0E-4,1027,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1028,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1029,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1030,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1031,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1032,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1033,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1034,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1035,galia,46,1,18,25775
revueltas,revoltRiskK,4.0E-4,1036,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1037,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1038,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1039,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1040,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1041,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1042,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1043,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1044,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1045,grecia,48,2,16,31039
revueltas,revoltRiskK,4.0E-4,1046,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1047,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1048,galia,38,2,17,23267
revueltas,revoltRiskK,4.0E-4,1049,galia,38,1,18,25252
revueltas,revoltRiskK,4.0E-4,1050,galia,46,1,18,23307
revueltas,revoltRiskK,4.0E-4,1051,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1052,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1053,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1054,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1055,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1056,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1057,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1058,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1059,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1060,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1061,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1062,galia,38,1,18,25252
revueltas,revoltRiskK,4.0E-4,1063,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1064,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1065,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1066,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1067,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1068,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1069,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1070,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1071,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1072,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1073,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1074,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1075,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1076,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1077,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1078,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1079,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1080,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1081,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1082,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1083,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1084,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1085,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1086,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1087,galia,38,1,18,25216
revueltas,revoltRiskK,4.0E-4,1088,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1089,galia,41,1,18,28956
revueltas,revoltRiskK,4.0E-4,1090,galia,39,1,18,28555
revueltas,revoltRiskK,4.0E-4,1091,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1092,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1093,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1094,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1095,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1096,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1097,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1098,galia,42,0,18,28927
revueltas,revoltRiskK,4.0E-4,1099,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1000,galia,38,1,18,25216
revueltas,revoltRiskK,8.0E-4,1001,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1002,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1003,galia,40,1,18,29670
revueltas,revoltRiskK,8.0E-4,1004,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1005,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1006,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1007,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1008,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1009,galia,39,1,18,28555
revueltas,revoltRiskK,8.0E-4,1010,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1011,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1012,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1013,galia,38,1,18,25252
revueltas,revoltRiskK,8.0E-4,1014,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1015,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1016,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1017,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1018,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1019,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1020,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1021,galia,38,1,18,25252
revueltas,revoltRiskK,8.0E-4,1022,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1023,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1024,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1025,galia,38,1,18,27270
revueltas,revoltRiskK,8.0E-4,1026,galia,41,1,18,28956
revueltas,revoltRiskK,8.0E-4,1027,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1028,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1029,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1030,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1031,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1032,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1033,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1034,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1035,galia,46,1,18,25775
revueltas,revoltRiskK,8.0E-4,1036,galia,40,1,18,29670
revueltas,revoltRiskK,8.0E-4,1037,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1038,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1039,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1040,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1041,galia,38,1,18,25252
revueltas,revoltRiskK,8.0E-4,1042,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1043,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1044,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1045,grecia,97,4,18,67329
revueltas,revoltRiskK,8.0E-4,1046,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1047,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1048,galia,38,2,17,23267
revueltas,revoltRiskK,8.0E-4,1049,galia,38,1,18,25252
revueltas,revoltRiskK,8.0E-4,1050,galia,46,1,18,23307
revueltas,revoltRiskK,8.0E-4,1051,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1052,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1053,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1054,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1055,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1056,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1057,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1058,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1059,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1060,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1061,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1062,galia,38,1,18,25252
revueltas,revoltRiskK,8.0E-4,1063,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1064,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1065,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1066,galia,42,1,17,28926
revueltas,revoltRiskK,8.0E-4,1067,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1068,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1069,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1070,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1071,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1072,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1073,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1074,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1075,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1076,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1077,galia,38,1,18,29096
revueltas,revoltRiskK,8.0E-4,1078,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1079,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1080,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1081,galia,45,2,18,23003
revueltas,revoltRiskK,8.0E-4,1082,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1083,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1084,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1085,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1086,galia,38,1,18,25252
revueltas,revoltRiskK,8.0E-4,1087,galia,38,1,18,25216
revueltas,revoltRiskK,8.0E-4,1088,galia,42,2,16,28925
revueltas,revoltRiskK,8.0E-4,1089,galia,41,1,18,28956
revueltas,revoltRiskK,8.0E-4,1090,galia,39,3,18,30104
revueltas,revoltRiskK,8.0E-4,1091,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1092,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1093,galia,42,0,18,28927
revueltas,revoltRiskK,8.0E-4,1094,galia,38,1,18,27270
revueltas,revoltRiskK,8.0E-4,1095,galia,38,1,18,25252
revueltas,revoltRiskK,8.0E-4,1096,galia,41,1,18,28795
revueltas,revoltRiskK,8.0E-4,1097,galia,44,3,17,25443
revueltas,revoltRiskK,8.0E-4,1098,galia,42,1,18,32013
revueltas,revoltRiskK,8.0E-4,1099,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1000,galia,38,1,18,25216
revueltas,revoltRiskK,0.0016,1001,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1002,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1003,galia,45,2,18,24631
revueltas,revoltRiskK,0.0016,1004,galia,42,1,17,28926
revueltas,revoltRiskK,0.0016,1005,galia,39,1,18,28555
revueltas,revoltRiskK,0.0016,1006,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1007,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1008,galia,42,0,18,28927
revueltas,revoltRiskK,0.0016,1009,galia,38,1,18,29096
revueltas,revoltRiskK,0.0016,1010,galia,49,2,18,30988
revueltas,revoltRiskK,0.0016,1011,galia,39,1,17,28298
